Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.0100        -2291.954    -2306.426       14.471   290.8
1.0110        -2291.915    -2306.364       14.449   290.3
1.0120        -2291.953    -2306.317       14.363   288.6
1.0130        -2292.002    -2306.277       14.275   286.8
1.0140        -2291.967    -2306.250       14.282   287.0
1.0150        -2291.855    -2306.232       14.377   288.9
1.0160        -2292.012    -2306.227       14.215   285.6
1.0170        -2292.063    -2306.251       14.188   285.1
1.0180        -2292.037    -2306.273       14.236   286.1
1.0190        -2291.831    -2306.308       14.477   290.9
1.0200        -2291.822    -2306.322       14.500   291.4
1.0210        -2291.643    -2306.327       14.684   295.1
1.0220        -2291.705    -2306.333       14.628   293.9
1.0230        -2291.792    -2306.343       14.552   292.4
1.0240        -2291.771    -2306.358       14.587   293.1
1.0250        -2291.948    -2306.377       14.429   289.9
1.0260        -2291.954    -2306.387       14.433   290.0
1.0270        -2291.916    -2306.406       14.490   291.2
1.0280        -2292.044    -2306.436       14.391   289.2
1.0290        -2292.111    -2306.482       14.371   288.8
1.0300        -2292.305    -2306.540       14.234   286.0
1.0310        -2292.362    -2306.602       14.240   286.1
1.0320        -2292.287    -2306.669       14.382   289.0
1.0330        -2292.521    -2306.747       14.226   285.9
1.0340        -2292.650    -2306.826       14.176   284.9
1.0350        -2292.670    -2306.907       14.237   286.1
1.0360        -2292.679    -2306.994       14.315   287.7
1.0370        -2292.526    -2307.083       14.557   292.5
1.0380        -2292.470    -2307.171       14.701   295.4
1.0390        -2292.576    -2307.249       14.672   294.8
1.0400        -2292.804    -2307.321       14.516   291.7
1.0410        -2292.871    -2307.392       14.521   291.8
1.0420        -2293.030    -2307.450       14.420   289.8
1.0430        -2293.142    -2307.495       14.354   288.4
1.0440        -2293.266    -2307.531       14.265   286.6
1.0450        -2293.216    -2307.558       14.342   288.2
1.0460        -2293.165    -2307.588       14.422   289.8
1.0470        -2293.023    -2307.616       14.593   293.2
1.0480        -2292.777    -2307.637       14.860   298.6
1.0490        -2292.677    -2307.655       14.978   301.0
1.0500        -2292.749    -2307.668       14.919   299.8
1.0510        -2292.755    -2307.674       14.919   299.8
1.0520        -2292.757    -2307.665       14.908   299.6
1.0530        -2292.603    -2307.662       15.060   302.6
1.0540        -2292.534    -2307.666       15.133   304.1
1.0550        -2292.420    -2307.672       15.252   306.5
1.0560        -2292.446    -2307.678       15.232   306.1
1.0570        -2292.147    -2307.696       15.549   312.4
1.0580        -2292.010    -2307.715       15.706   315.6
1.0590        -2292.026    -2307.736       15.710   315.7
1.0600        -2292.055    -2307.758       15.702   315.5
1.0610        -2292.178    -2307.767       15.590   313.3
1.0620        -2292.169    -2307.773       15.604   313.5
1.0630        -2292.247    -2307.780       15.533   312.1
1.0640        -2292.295    -2307.782       15.487   311.2
1.0650        -2292.344    -2307.772       15.428   310.0
1.0660        -2292.249    -2307.755       15.506   311.6
1.0670        -2292.222    -2307.725       15.503   311.5
1.0680        -2292.113    -2307.693       15.580   313.1
1.0690        -2292.035    -2307.655       15.620   313.9
1.0700        -2291.983    -2307.611       15.628   314.0
1.0710        -2291.967    -2307.556       15.589   313.2
1.0720        -2291.998    -2307.502       15.504   311.5
1.0730        -2291.842    -2307.447       15.605   313.6
1.0740        -2292.083    -2307.405       15.322   307.9
1.0750        -2292.317    -2307.368       15.051   302.4
1.0760        -2292.310    -2307.338       15.028   302.0
1.0770        -2292.326    -2307.306       14.980   301.0
1.0780        -2292.454    -2307.284       14.829   298.0
1.0790        -2292.379    -2307.274       14.894   299.3
1.0800        -2292.530    -2307.275       14.745   296.3
1.0810        -2292.493    -2307.284       14.790   297.2
1.0820        -2292.891    -2307.310       14.419   289.7
1.0830        -2292.802    -2307.354       14.552   292.4
1.0840        -2292.835    -2307.399       14.564   292.7
1.0850        -2292.933    -2307.435       14.501   291.4
1.0860        -2292.652    -2307.476       14.824   297.9
1.0870        -2292.622    -2307.515       14.893   299.3
1.0880        -2292.712    -2307.546       14.835   298.1
1.0890        -2292.753    -2307.572       14.819   297.8
1.0900        -2292.754    -2307.599       14.845   298.3
1.0910        -2292.747    -2307.620       14.873   298.9
1.0920        -2292.502    -2307.638       15.136   304.2
1.0930        -2292.499    -2307.643       15.144   304.3
1.0940        -2292.538    -2307.648       15.110   303.6
1.0950        -2292.337    -2307.641       15.304   307.5
1.0960        -2292.297    -2307.632       15.335   308.2
1.0970        -2292.201    -2307.624       15.423   309.9
1.0980        -2292.347    -2307.614       15.267   306.8
1.0990        -2292.446    -2307.595       15.149   304.4
1.1000        -2292.563    -2307.574       15.011   301.6
1.1010        -2292.583    -2307.553       14.969   300.8
1.1020        -2292.704    -2307.530       14.826   297.9
1.1030        -2292.746    -2307.512       14.766   296.7
1.1040        -2292.709    -2307.494       14.785   297.1
1.1050        -2292.464    -2307.483       15.019   301.8
1.1060        -2292.406    -2307.460       15.055   302.5
1.1070        -2292.434    -2307.436       15.002   301.5
1.1080        -2292.506    -2307.408       14.901   299.4
1.1090        -2292.530    -2307.381       14.851   298.4
1.1100        -2292.543    -2307.361       14.817   297.7
1.1110        -2292.310    -2307.344       15.033   302.1
1.1120        -2292.520    -2307.332       14.812   297.6
1.1130        -2292.586    -2307.320       14.734   296.1
1.1140        -2292.617    -2307.311       14.694   295.3
1.1150        -2292.658    -2307.300       14.642   294.2
1.1160        -2292.614    -2307.286       14.672   294.8
1.1170        -2292.371    -2307.272       14.901   299.4
1.1180        -2292.586    -2307.264       14.679   295.0
1.1190        -2292.821    -2307.253       14.432   290.0
1.1200        -2292.796    -2307.245       14.450   290.4
1.1210        -2292.911    -2307.233       14.322   287.8
1.1220        -2292.861    -2307.223       14.361   288.6
1.1230        -2292.654    -2307.222       14.568   292.7
1.1240        -2292.629    -2307.227       14.598   293.3
1.1250        -2292.660    -2307.248       14.588   293.1
1.1260        -2292.879    -2307.275       14.396   289.3
1.1270        -2292.847    -2307.305       14.458   290.5
1.1280        -2292.708    -2307.334       14.626   293.9
1.1290        -2292.666    -2307.350       14.684   295.1
1.1300        -2292.561    -2307.372       14.811   297.6
1.1310        -2292.637    -2307.405       14.768   296.8
1.1320        -2292.616    -2307.439       14.823   297.9
1.1330        -2292.791    -2307.461       14.670   294.8
1.1340        -2293.062    -2307.479       14.417   289.7
1.1350        -2293.172    -2307.503       14.332   288.0
1.1360        -2293.188    -2307.522       14.334   288.0
1.1370        -2293.401    -2307.540       14.139   284.1
1.1380        -2293.543    -2307.557       14.014   281.6
1.1390        -2293.499    -2307.574       14.076   282.8
1.1400        -2293.333    -2307.593       14.259   286.5
1.1410        -2293.277    -2307.637       14.360   288.6
1.1420        -2293.066    -2307.681       14.614   293.7
1.1430        -2292.980    -2307.735       14.755   296.5
1.1440        -2292.982    -2307.779       14.797   297.3
1.1450        -2292.962    -2307.834       14.872   298.8
1.1460        -2292.855    -2307.876       15.022   301.8
1.1470        -2292.856    -2307.904       15.048   302.4
1.1480        -2292.956    -2307.929       14.973   300.9
1.1490        -2292.951    -2307.954       15.003   301.5
1.1500        -2293.086    -2307.961       14.875   298.9
1.1510        -2293.242    -2307.954       14.712   295.6
1.1520        -2293.407    -2307.937       14.530   292.0
1.1530        -2293.320    -2307.906       14.585   293.1
1.1540        -2293.331    -2307.874       14.543   292.2
1.1550        -2293.233    -2307.843       14.611   293.6
1.1560        -2293.120    -2307.828       14.707   295.5
1.1570        -2293.010    -2307.830       14.821   297.8
1.1580        -2293.013    -2307.842       14.830   298.0
1.1590        -2293.222    -2307.857       14.635   294.1
1.1600        -2293.086    -2307.879       14.793   297.3
1.1610        -2293.159    -2307.903       14.744   296.3
1.1620        -2293.172    -2307.920       14.748   296.4
1.1630        -2293.197    -2307.942       14.744   296.3
1.1640        -2293.380    -2307.949       14.570   292.8
1.1650        -2293.532    -2307.954       14.422   289.8
1.1660        -2293.458    -2307.962       14.503   291.4
1.1670        -2293.641    -2307.968       14.327   287.9
1.1680        -2293.664    -2307.976       14.311   287.6
1.1690        -2293.427    -2307.983       14.555   292.5
1.1700        -2293.398    -2307.990       14.592   293.2
1.1710        -2293.270    -2307.987       14.716   295.7
1.1720        -2293.319    -2307.981       14.662   294.6
1.1730        -2293.186    -2307.974       14.788   297.2
1.1740        -2293.156    -2307.968       14.812   297.6
1.1750        -2293.174    -2307.965       14.790   297.2
1.1760        -2292.946    -2307.963       15.018   301.8
1.1770        -2292.776    -2307.962       15.185   305.1
1.1780        -2292.837    -2307.955       15.118   303.8
1.1790        -2293.057    -2307.951       14.894   299.3
1.1800        -2292.942    -2307.951       15.009   301.6
1.1810        -2292.911    -2307.969       15.058   302.6
1.1820        -2292.998    -2307.984       14.986   301.1
1.1830        -2293.163    -2307.995       14.832   298.0
1.1840        -2293.200    -2308.015       14.815   297.7
1.1850        -2293.045    -2308.050       15.005   301.5
1.1860        -2293.095    -2308.100       15.005   301.5
1.1870        -2293.145    -2308.151       15.006   301.5
1.1880        -2293.326    -2308.203       14.877   298.9
1.1890        -2293.401    -2308.236       14.836   298.1
1.1900        -2293.269    -2308.255       14.985   301.1
1.1910        -2293.229    -2308.269       15.041   302.2
1.1920        -2293.042    -2308.271       15.229   306.0
1.1930        -2292.945    -2308.255       15.310   307.7
1.1940        -2293.126    -2308.234       15.108   303.6
1.1950        -2293.162    -2308.199       15.037   302.2
1.1960        -2292.809    -2308.147       15.338   308.2
1.1970        -2292.631    -2308.089       15.458   310.6
1.1980        -2292.541    -2308.027       15.485   311.2
1.1990        -2292.490    -2307.955       15.466   310.8
1.2000        -2292.635    -2307.872       15.237   306.2
1.2010        -2292.629    -2307.782       15.154   304.5
1.2020        -2292.715    -2307.695       14.980   301.0
1.2030        -2292.690    -2307.604       14.913   299.7
1.2040        -2292.852    -2307.508       14.657   294.5
1.2050        -2292.792    -2307.417       14.625   293.9
1.2060        -2292.869    -2307.326       14.457   290.5
1.2070        -2292.572    -2307.232       14.660   294.6
1.2080        -2292.499    -2307.148       14.648   294.4
1.2090        -2292.304    -2307.074       14.770   296.8
1.2100        -2292.120    -2307.006       14.887   299.1
1.2110        -2292.002    -2306.956       14.953   300.5
1.2120        -2292.081    -2306.913       14.832   298.0
1.2130        -2292.080    -2306.884       14.803   297.5
1.2140        -2292.284    -2306.874       14.589   293.2
1.2150        -2292.362    -2306.880       14.518   291.7
1.2160        -2292.228    -2306.916       14.689   295.2
1.2170        -2292.154    -2306.981       14.827   297.9
1.2180        -2292.129    -2307.070       14.941   300.2
1.2190        -2292.153    -2307.177       15.024   301.9
1.2200        -2292.093    -2307.279       15.185   305.1
1.2210        -2292.049    -2307.378       15.329   308.0
1.2220        -2292.044    -2307.466       15.422   309.9
1.2230        -2292.108    -2307.541       15.432   310.1
1.2240        -2292.060    -2307.604       15.544   312.4
1.2250        -2292.020    -2307.655       15.635   314.2
1.2260        -2292.123    -2307.693       15.570   312.9
1.2270        -2292.171    -2307.715       15.544   312.4
1.2280        -2292.081    -2307.722       15.641   314.3
1.2290        -2291.992    -2307.713       15.721   315.9
1.2300        -2292.251    -2307.687       15.435   310.2
1.2310        -2292.154    -2307.655       15.500   311.5
1.2320        -2292.046    -2307.620       15.574   313.0
1.2330        -2292.127    -2307.583       15.456   310.6
1.2340        -2291.991    -2307.544       15.553   312.5
1.2350        -2291.888    -2307.503       15.615   313.8
1.2360        -2291.833    -2307.454       15.621   313.9
1.2370        -2291.942    -2307.415       15.473   310.9
1.2380        -2291.930    -2307.377       15.448   310.4
1.2390        -2291.982    -2307.342       15.360   308.6
1.2400        -2292.101    -2307.302       15.202   305.5
1.2410        -2292.030    -2307.263       15.233   306.1
1.2420        -2291.986    -2307.225       15.238   306.2
1.2430        -2292.159    -2307.189       15.029   302.0
1.2440        -2292.167    -2307.150       14.983   301.1
1.2450        -2292.231    -2307.123       14.892   299.2
1.2460        -2292.043    -2307.116       15.074   302.9
1.2470        -2291.842    -2307.122       15.280   307.0
1.2480        -2291.818    -2307.134       15.316   307.8
1.2490        -2291.635    -2307.136       15.502   311.5
1.2500        -2291.698    -2307.134       15.435   310.2
1.2510        -2291.737    -2307.139       15.401   309.5
1.2520        -2291.532    -2307.146       15.614   313.7
1.2530        -2291.550    -2307.145       15.595   313.4
1.2540        -2291.599    -2307.130       15.531   312.1
1.2550        -2291.643    -2307.112       15.469   310.8
1.2560        -2291.653    -2307.095       15.442   310.3
1.2570        -2291.632    -2307.066       15.435   310.2
1.2580        -2291.610    -2307.035       15.425   310.0
1.2590        -2291.417    -2306.995       15.578   313.0
1.2600        -2291.311    -2306.969       15.658   314.6
1.2610        -2291.251    -2306.959       15.708   315.7
1.2620        -2291.321    -2306.954       15.633   314.1
1.2630        -2291.391    -2306.940       15.549   312.4
1.2640        -2291.390    -2306.942       15.552   312.5
1.2650        -2291.373    -2306.974       15.601   313.5
1.2660        -2291.131    -2307.025       15.895   319.4
1.2670        -2290.991    -2307.095       16.103   323.6
1.2680        -2291.129    -2307.186       16.056   322.6
1.2690        -2291.230    -2307.279       16.048   322.5
1.2700        -2291.169    -2307.387       16.218   325.9
1.2710        -2291.064    -2307.497       16.433   330.2
1.2720        -2290.970    -2307.594       16.624   334.0
1.2730        -2291.104    -2307.682       16.579   333.1
1.2740        -2291.285    -2307.755       16.470   331.0
1.2750        -2291.409    -2307.809       16.400   329.6
1.2760        -2291.468    -2307.845       16.378   329.1
1.2770        -2291.417    -2307.867       16.450   330.6
1.2780        -2291.239    -2307.877       16.638   334.3
1.2790        -2290.970    -2307.869       16.899   339.6
1.2800        -2290.809    -2307.843       17.034   342.3
1.2810        -2290.818    -2307.805       16.987   341.4
1.2820        -2290.922    -2307.764       16.842   338.4
1.2830        -2290.864    -2307.711       16.848   338.5
1.2840        -2291.061    -2307.652       16.591   333.4
1.2850        -2291.097    -2307.587       16.490   331.4
1.2860        -2291.155    -2307.527       16.372   329.0
1.2870        -2291.089    -2307.462       16.373   329.0
1.2880        -2290.954    -2307.400       16.446   330.5
1.2890        -2291.121    -2307.327       16.207   325.7
1.2900        -2291.207    -2307.272       16.065   322.8
1.2910        -2291.217    -2307.221       16.005   321.6
1.2920        -2291.225    -2307.181       15.955   320.6
1.2930        -2291.250    -2307.144       15.894   319.4
1.2940        -2291.304    -2307.094       15.791   317.3
1.2950        -2291.313    -2307.050       15.737   316.2
1.2960        -2291.147    -2307.005       15.858   318.7
1.2970        -2291.393    -2306.962       15.569   312.8
1.2980        -2291.544    -2306.921       15.376   309.0
1.2990        -2291.690    -2306.875       15.184   305.1
1.3000        -2291.754    -2306.816       15.062   302.7
1.3010        -2291.927    -2306.756       14.829   298.0
1.3020        -2291.970    -2306.690       14.720   295.8
1.3030        -2292.208    -2306.635       14.427   289.9
1.3040        -2292.095    -2306.597       14.502   291.4
1.3050        -2292.043    -2306.573       14.530   292.0
1.3060        -2292.020    -2306.564       14.544   292.3
1.3070        -2292.050    -2306.556       14.506   291.5
1.3080        -2292.049    -2306.551       14.502   291.4
1.3090        -2291.888    -2306.554       14.666   294.7
1.3100        -2291.901    -2306.564       14.663   294.6
1.3110        -2291.741    -2306.572       14.831   298.0
1.3120        -2291.588    -2306.584       14.997   301.4
1.3130        -2291.562    -2306.585       15.023   301.9
1.3140        -2291.497    -2306.582       15.085   303.1
1.3150        -2291.712    -2306.573       14.862   298.6
1.3160        -2291.798    -2306.560       14.762   296.6
1.3170        -2291.831    -2306.559       14.727   295.9
1.3180        -2292.153    -2306.561       14.408   289.5
1.3190        -2292.251    -2306.573       14.322   287.8
1.3200        -2292.332    -2306.597       14.266   286.7
1.3210        -2292.318    -2306.636       14.319   287.7
1.3220        -2292.272    -2306.686       14.414   289.6
1.3230        -2292.435    -2306.746       14.312   287.6
1.3240        -2292.372    -2306.822       14.450   290.4
1.3250        -2292.318    -2306.908       14.590   293.2
1.3260        -2292.397    -2307.011       14.614   293.7
1.3270        -2292.368    -2307.115       14.748   296.3
1.3280        -2292.530    -2307.226       14.696   295.3
1.3290        -2292.579    -2307.341       14.762   296.6
1.3300        -2292.497    -2307.453       14.956   300.5
1.3310        -2292.498    -2307.554       15.057   302.6
1.3320        -2292.602    -2307.635       15.033   302.1
1.3330        -2292.783    -2307.702       14.920   299.8
1.3340        -2292.855    -2307.754       14.899   299.4
1.3350        -2292.982    -2307.797       14.815   297.7
1.3360        -2292.932    -2307.814       14.882   299.1
1.3370        -2292.932    -2307.827       14.895   299.3
1.3380        -2293.014    -2307.822       14.807   297.5
1.3390        -2292.977    -2307.813       14.835   298.1
1.3400        -2292.895    -2307.789       14.894   299.3
1.3410        -2292.899    -2307.768       14.869   298.8
1.3420        -2292.858    -2307.740       14.881   299.0
1.3430        -2292.656    -2307.701       15.045   302.3
1.3440        -2292.651    -2307.652       15.001   301.4
1.3450        -2292.729    -2307.600       14.871   298.8
1.3460        -2292.748    -2307.560       14.812   297.6
1.3470        -2292.924    -2307.530       14.606   293.5
1.3480        -2292.872    -2307.510       14.638   294.1
1.3490        -2293.016    -2307.494       14.478   290.9
1.3500        -2292.834    -2307.498       14.664   294.7
1.3510        -2292.817    -2307.523       14.706   295.5
1.3520        -2292.837    -2307.574       14.737   296.1
1.3530        -2293.158    -2307.640       14.482   291.0
1.3540        -2293.023    -2307.719       14.696   295.3
1.3550        -2292.850    -2307.797       14.946   300.3
1.3560        -2292.815    -2307.867       15.052   302.5
1.3570        -2292.981    -2307.935       14.954   300.5
1.3580        -2292.767    -2307.989       15.222   305.9
1.3590        -2292.856    -2308.028       15.172   304.9
1.3600        -2292.590    -2308.059       15.469   310.8
1.3610        -2292.480    -2308.076       15.596   313.4
1.3620        -2292.386    -2308.079       15.693   315.3
1.3630        -2292.404    -2308.067       15.663   314.7
1.3640        -2292.423    -2308.042       15.619   313.9
1.3650        -2292.102    -2308.009       15.907   319.6
1.3660        -2292.057    -2307.971       15.914   319.8
1.3670        -2292.098    -2307.911       15.813   317.7
1.3680        -2292.077    -2307.825       15.747   316.4
1.3690        -2292.271    -2307.731       15.459   310.6
1.3700        -2292.198    -2307.637       15.439   310.2
1.3710        -2292.342    -2307.546       15.204   305.5
1.3720        -2292.135    -2307.468       15.333   308.1
1.3730        -2292.237    -2307.389       15.152   304.5
1.3740        -2292.132    -2307.317       15.184   305.1
1.3750        -2292.075    -2307.240       15.165   304.7
1.3760        -2291.978    -2307.159       15.181   305.1
1.3770        -2291.826    -2307.085       15.259   306.6
1.3780        -2291.965    -2307.014       15.049   302.4
1.3790        -2291.948    -2306.944       14.996   301.3
1.3800        -2292.206    -2306.881       14.675   294.9
1.3810        -2292.136    -2306.830       14.693   295.3
1.3820        -2292.386    -2306.794       14.409   289.5
1.3830        -2292.092    -2306.768       14.676   294.9
1.3840        -2292.346    -2306.754       14.408   289.5
1.3850        -2292.285    -2306.755       14.470   290.8
1.3860        -2292.254    -2306.777       14.523   291.8
1.3870        -2292.257    -2306.823       14.566   292.7
1.3880        -2292.261    -2306.883       14.621   293.8
1.3890        -2292.182    -2306.942       14.760   296.6
1.3900        -2292.262    -2307.014       14.752   296.4
1.3910        -2291.938    -2307.081       15.143   304.3
1.3920        -2291.883    -2307.143       15.261   306.7
1.3930        -2291.819    -2307.188       15.369   308.8
1.3940        -2291.822    -2307.210       15.388   309.2
1.3950        -2291.733    -2307.228       15.495   311.4
1.3960        -2291.699    -2307.234       15.535   312.2
1.3970        -2291.584    -2307.227       15.642   314.3
1.3980        -2291.690    -2307.212       15.522   311.9
1.3990        -2291.698    -2307.180       15.481   311.1
1.4000        -2291.908    -2307.131       15.223   305.9
1.4010        -2291.951    -2307.088       15.136   304.2
1.4020        -2291.967    -2307.031       15.064   302.7
1.4030        -2292.329    -2306.959       14.630   294.0
1.4040        -2292.299    -2306.893       14.594   293.3
1.4050        -2292.127    -2306.832       14.705   295.5
1.4060        -2291.963    -2306.787       14.824   297.9
1.4070        -2292.081    -2306.749       14.668   294.7
1.4080        -2292.015    -2306.730       14.715   295.7
1.4090        -2292.091    -2306.726       14.635   294.1
1.4100        -2291.913    -2306.721       14.808   297.6
1.4110        -2292.029    -2306.720       14.690   295.2
1.4120        -2291.947    -2306.720       14.773   296.8
1.4130        -2292.112    -2306.729       14.618   293.7
1.4140        -2291.907    -2306.730       14.823   297.9
1.4150        -2291.788    -2306.719       14.931   300.0
1.4160        -2291.712    -2306.708       14.995   301.3
1.4170        -2291.899    -2306.698       14.799   297.4
1.4180        -2291.697    -2306.700       15.003   301.5
1.4190        -2291.783    -2306.703       14.920   299.8
1.4200        -2291.834    -2306.707       14.873   298.9
1.4210        -2291.912    -2306.707       14.795   297.3
1.4220        -2291.865    -2306.707       14.842   298.2
1.4230        -2291.877    -2306.714       14.837   298.1
1.4240        -2291.792    -2306.733       14.941   300.2
1.4250        -2291.957    -2306.749       14.792   297.2
1.4260        -2291.991    -2306.752       14.762   296.6
1.4270        -2292.083    -2306.759       14.676   294.9
1.4280        -2291.892    -2306.781       14.889   299.2
1.4290        -2291.796    -2306.809       15.013   301.7
1.4300        -2291.728    -2306.847       15.119   303.8
1.4310        -2291.862    -2306.884       15.022   301.9
1.4320        -2291.823    -2306.924       15.101   303.4
1.4330        -2291.755    -2306.978       15.223   305.9
1.4340        -2291.671    -2307.039       15.368   308.8
1.4350        -2291.578    -2307.106       15.528   312.0
1.4360        -2291.581    -2307.185       15.605   313.6
1.4370        -2291.674    -2307.282       15.608   313.6
1.4380        -2291.813    -2307.381       15.568   312.8
1.4390        -2291.711    -2307.467       15.756   316.6
1.4400        -2291.801    -2307.538       15.737   316.2
1.4410        -2291.771    -2307.582       15.810   317.7
1.4420        -2291.878    -2307.604       15.727   316.0
1.4430        -2292.001    -2307.595       15.595   313.4
1.4440        -2292.067    -2307.563       15.496   311.4
1.4450        -2292.147    -2307.524       15.377   309.0
1.4460        -2292.014    -2307.460       15.446   310.4
1.4470        -2292.200    -2307.396       15.195   305.3
1.4480        -2292.187    -2307.333       15.146   304.3
1.4490        -2292.261    -2307.274       15.013   301.7
1.4500        -2292.126    -2307.217       15.092   303.3
1.4510        -2292.111    -2307.170       15.059   302.6
1.4520        -2292.030    -2307.133       15.103   303.5
1.4530        -2292.205    -2307.119       14.914   299.7
1.4540        -2292.200    -2307.115       14.916   299.7
1.4550        -2292.442    -2307.118       14.676   294.9
1.4560        -2292.545    -2307.124       14.578   292.9
1.4570        -2292.630    -2307.128       14.498   291.3
1.4580        -2292.710    -2307.130       14.420   289.8
1.4590        -2292.689    -2307.124       14.435   290.1
1.4600        -2292.601    -2307.113       14.512   291.6
1.4610        -2292.717    -2307.093       14.376   288.9
1.4620        -2292.938    -2307.072       14.134   284.0
1.4630        -2292.804    -2307.056       14.252   286.4
1.4640        -2292.943    -2307.048       14.106   283.4
1.4650        -2293.108    -2307.050       13.942   280.2
1.4660        -2293.006    -2307.061       14.055   282.4
1.4670        -2293.239    -2307.084       13.845   278.2
1.4680        -2293.197    -2307.114       13.917   279.6
1.4690        -2293.151    -2307.150       13.999   281.3
1.4700        -2293.123    -2307.193       14.070   282.7
1.4710        -2292.837    -2307.242       14.405   289.5
1.4720        -2292.923    -2307.284       14.362   288.6
1.4730        -2292.831    -2307.322       14.491   291.2
1.4740        -2292.908    -2307.364       14.456   290.5
1.4750        -2292.873    -2307.414       14.541   292.2
1.4760        -2292.767    -2307.460       14.694   295.3
1.4770        -2292.866    -2307.500       14.634   294.1
1.4780        -2292.879    -2307.534       14.655   294.5
1.4790        -2293.057    -2307.553       14.496   291.3
1.4800        -2293.193    -2307.573       14.380   289.0
1.4810        -2293.362    -2307.582       14.220   285.7
1.4820        -2293.378    -2307.588       14.210   285.5
1.4830        -2293.452    -2307.601       14.149   284.3
1.4840        -2293.333    -2307.618       14.285   287.1
1.4850        -2293.314    -2307.639       14.325   287.8
1.4860        -2293.229    -2307.646       14.417   289.7
1.4870        -2293.154    -2307.652       14.498   291.3
1.4880        -2293.227    -2307.664       14.437   290.1
1.4890        -2293.123    -2307.682       14.559   292.6
1.4900        -2293.157    -2307.707       14.551   292.4
1.4910        -2293.151    -2307.737       14.585   293.1
1.4920        -2293.180    -2307.769       14.590   293.2
1.4930        -2293.089    -2307.802       14.713   295.7
1.4940        -2293.089    -2307.833       14.745   296.3
1.4950        -2293.252    -2307.853       14.601   293.4
1.4960        -2293.271    -2307.869       14.598   293.3
1.4970        -2293.362    -2307.880       14.518   291.7
1.4980        -2293.432    -2307.878       14.446   290.3
1.4990        -2293.400    -2307.875       14.475   290.9
1.5000        -2293.579    -2307.874       14.295   287.3
1.5010        -2293.725    -2307.877       14.152   284.4
1.5020        -2293.860    -2307.891       14.031   281.9
1.5030        -2293.660    -2307.913       14.254   286.4
1.5040        -2293.605    -2307.940       14.335   288.0
1.5050        -2293.568    -2307.958       14.389   289.1
1.5060        -2293.305    -2307.979       14.674   294.9
1.5070        -2293.438    -2307.992       14.554   292.5
1.5080        -2293.414    -2308.006       14.592   293.2
1.5090        -2293.565    -2308.027       14.462   290.6
1.5100        -2293.483    -2308.039       14.556   292.5
1.5110        -2293.341    -2308.047       14.706   295.5
1.5120        -2293.268    -2308.058       14.790   297.2
1.5130        -2293.416    -2308.062       14.646   294.3
1.5140        -2293.415    -2308.064       14.649   294.4
1.5150        -2293.338    -2308.058       14.720   295.8
1.5160        -2293.550    -2308.058       14.508   291.5
1.5170        -2293.607    -2308.052       14.445   290.3
1.5180        -2293.703    -2308.048       14.345   288.3
1.5190        -2293.813    -2308.048       14.235   286.0
1.5200        -2293.946    -2308.044       14.098   283.3
1.5210        -2293.770    -2308.038       14.268   286.7
1.5220        -2293.600    -2308.056       14.456   290.5
1.5230        -2293.533    -2308.075       14.543   292.2
1.5240        -2293.445    -2308.108       14.663   294.6
1.5250        -2293.515    -2308.148       14.633   294.0
1.5260        -2293.564    -2308.191       14.627   293.9
1.5270        -2293.460    -2308.240       14.780   297.0
1.5280        -2293.208    -2308.296       15.088   303.2
1.5290        -2293.240    -2308.351       15.110   303.6
1.5300        -2293.385    -2308.400       15.015   301.7
1.5310        -2293.324    -2308.451       15.127   304.0
1.5320        -2293.363    -2308.503       15.140   304.2
1.5330        -2293.322    -2308.556       15.234   306.1
1.5340        -2293.457    -2308.597       15.139   304.2
1.5350        -2293.360    -2308.633       15.273   306.9
1.5360        -2293.297    -2308.656       15.359   308.6
1.5370        -2293.260    -2308.674       15.414   309.7
1.5380        -2293.323    -2308.687       15.364   308.7
1.5390        -2293.232    -2308.679       15.447   310.4
1.5400        -2293.116    -2308.664       15.548   312.4
1.5410        -2292.975    -2308.630       15.654   314.6
1.5420        -2292.853    -2308.580       15.727   316.0
1.5430        -2292.925    -2308.517       15.592   313.3
1.5440        -2293.072    -2308.446       15.374   308.9
1.5450        -2293.420    -2308.366       14.946   300.3
1.5460        -2293.421    -2308.276       14.855   298.5
1.5470        -2293.253    -2308.181       14.928   300.0
1.5480        -2293.342    -2308.084       14.742   296.2
1.5490        -2293.053    -2307.994       14.941   300.2
1.5500        -2292.743    -2307.901       15.158   304.6
1.5510        -2292.901    -2307.828       14.926   299.9
1.5520        -2292.882    -2307.758       14.875   298.9
1.5530        -2292.708    -2307.700       14.993   301.3
1.5540        -2292.622    -2307.660       15.038   302.2
1.5550        -2292.731    -2307.622       14.892   299.2
1.5560        -2292.964    -2307.583       14.619   293.8
1.5570        -2292.787    -2307.544       14.757   296.5
1.5580        -2292.808    -2307.517       14.709   295.6
1.5590        -2292.840    -2307.502       14.661   294.6
1.5600        -2292.834    -2307.494       14.660   294.6
1.5610        -2293.062    -2307.498       14.436   290.1
1.5620        -2293.116    -2307.520       14.404   289.4
1.5630        -2293.221    -2307.552       14.331   288.0
1.5640        -2293.142    -2307.595       14.453   290.4
1.5650        -2292.994    -2307.633       14.639   294.2
1.5660        -2293.095    -2307.677       14.581   293.0
1.5670        -2293.050    -2307.728       14.678   294.9
