Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
3.7310        -2292.810    -2308.134       15.324   307.9
3.7320        -2292.966    -2308.099       15.133   304.1
3.7330        -2292.959    -2308.063       15.105   303.5
3.7340        -2292.923    -2308.020       15.098   303.4
3.7350        -2292.954    -2307.972       15.017   301.8
3.7360        -2293.073    -2307.943       14.869   298.8
3.7370        -2292.992    -2307.915       14.923   299.9
3.7380        -2292.875    -2307.886       15.011   301.6
3.7390        -2293.111    -2307.871       14.760   296.6
3.7400        -2292.835    -2307.858       15.023   301.9
3.7410        -2292.768    -2307.842       15.074   302.9
3.7420        -2292.743    -2307.821       15.078   303.0
3.7430        -2292.600    -2307.804       15.205   305.5
3.7440        -2292.567    -2307.778       15.211   305.7
3.7450        -2292.513    -2307.753       15.240   306.2
3.7460        -2292.544    -2307.729       15.185   305.1
3.7470        -2292.802    -2307.697       14.895   299.3
3.7480        -2292.718    -2307.665       14.947   300.3
3.7490        -2292.552    -2307.633       15.081   303.0
3.7500        -2292.702    -2307.604       14.902   299.5
3.7510        -2292.937    -2307.588       14.651   294.4
3.7520        -2293.003    -2307.597       14.593   293.2
3.7530        -2293.065    -2307.632       14.567   292.7
3.7540        -2292.886    -2307.692       14.806   297.5
3.7550        -2292.821    -2307.764       14.943   300.3
3.7560        -2292.880    -2307.834       14.953   300.5
3.7570        -2292.917    -2307.896       14.979   301.0
3.7580        -2293.092    -2307.954       14.862   298.6
3.7590        -2293.210    -2307.997       14.787   297.1
3.7600        -2293.364    -2308.037       14.673   294.8
3.7610        -2293.248    -2308.081       14.833   298.1
3.7620        -2293.315    -2308.115       14.799   297.4
3.7630        -2293.291    -2308.132       14.841   298.2
3.7640        -2293.155    -2308.137       14.982   301.1
3.7650        -2293.397    -2308.141       14.743   296.3
3.7660        -2293.497    -2308.142       14.645   294.3
3.7670        -2293.488    -2308.132       14.644   294.3
3.7680        -2293.551    -2308.117       14.566   292.7
3.7690        -2293.586    -2308.096       14.511   291.6
3.7700        -2293.564    -2308.082       14.518   291.7
3.7710        -2293.781    -2308.070       14.289   287.1
3.7720        -2293.613    -2308.062       14.449   290.3
3.7730        -2293.624    -2308.052       14.428   289.9
3.7740        -2293.661    -2308.032       14.371   288.8
3.7750        -2293.589    -2308.014       14.425   289.9
3.7760        -2293.580    -2308.011       14.432   290.0
3.7770        -2293.655    -2308.021       14.366   288.7
3.7780        -2293.637    -2308.028       14.391   289.2
3.7790        -2293.566    -2308.035       14.469   290.7
3.7800        -2293.653    -2308.043       14.390   289.2
3.7810        -2293.607    -2308.048       14.441   290.2
3.7820        -2293.536    -2308.050       14.514   291.7
3.7830        -2293.361    -2308.050       14.689   295.2
3.7840        -2293.264    -2308.042       14.778   296.9
3.7850        -2293.325    -2308.013       14.689   295.2
3.7860        -2293.438    -2307.982       14.544   292.2
3.7870        -2293.594    -2307.940       14.346   288.3
3.7880        -2293.680    -2307.894       14.214   285.6
3.7890        -2293.662    -2307.848       14.185   285.0
3.7900        -2293.467    -2307.816       14.349   288.3
3.7910        -2293.623    -2307.800       14.176   284.9
3.7920        -2293.535    -2307.790       14.255   286.4
3.7930        -2293.574    -2307.792       14.218   285.7
3.7940        -2293.464    -2307.816       14.353   288.4
3.7950        -2293.493    -2307.852       14.359   288.5
3.7960        -2293.400    -2307.895       14.495   291.3
3.7970        -2293.369    -2307.956       14.587   293.1
3.7980        -2293.083    -2308.024       14.941   300.2
3.7990        -2292.952    -2308.093       15.141   304.3
3.8000        -2292.932    -2308.166       15.234   306.1
3.8010        -2292.786    -2308.240       15.454   310.5
3.8020        -2292.710    -2308.304       15.594   313.4
3.8030        -2292.712    -2308.357       15.645   314.4
3.8040        -2292.690    -2308.394       15.704   315.6
3.8050        -2292.676    -2308.427       15.751   316.5
3.8060        -2292.435    -2308.443       16.009   321.7
3.8070        -2292.427    -2308.446       16.019   321.9
3.8080        -2292.360    -2308.437       16.077   323.0
3.8090        -2292.417    -2308.417       15.999   321.5
3.8100        -2292.456    -2308.391       15.935   320.2
3.8110        -2292.648    -2308.360       15.712   315.7
3.8120        -2292.838    -2308.316       15.479   311.0
3.8130        -2292.882    -2308.261       15.379   309.0
3.8140        -2292.654    -2308.204       15.550   312.5
3.8150        -2292.729    -2308.135       15.406   309.6
3.8160        -2292.846    -2308.063       15.217   305.8
3.8170        -2292.739    -2307.980       15.241   306.3
3.8180        -2292.659    -2307.891       15.232   306.1
3.8190        -2292.554    -2307.797       15.243   306.3
3.8200        -2292.567    -2307.712       15.145   304.3
3.8210        -2292.758    -2307.644       14.886   299.1
3.8220        -2292.790    -2307.583       14.793   297.3
3.8230        -2292.702    -2307.542       14.841   298.2
3.8240        -2292.731    -2307.508       14.777   296.9
3.8250        -2292.841    -2307.497       14.656   294.5
3.8260        -2293.011    -2307.487       14.476   290.9
3.8270        -2293.335    -2307.489       14.154   284.4
3.8280        -2293.185    -2307.499       14.315   287.6
3.8290        -2293.428    -2307.531       14.103   283.4
3.8300        -2293.526    -2307.569       14.043   282.2
3.8310        -2293.655    -2307.619       13.964   280.6
3.8320        -2293.736    -2307.669       13.933   280.0
3.8330        -2293.820    -2307.720       13.900   279.3
3.8340        -2293.548    -2307.789       14.241   286.2
3.8350        -2293.325    -2307.858       14.533   292.0
3.8360        -2293.435    -2307.926       14.491   291.2
3.8370        -2293.470    -2308.000       14.530   292.0
3.8380        -2293.554    -2308.075       14.521   291.8
3.8390        -2293.418    -2308.142       14.724   295.9
3.8400        -2293.537    -2308.215       14.677   294.9
3.8410        -2293.551    -2308.285       14.734   296.1
3.8420        -2293.637    -2308.348       14.711   295.6
3.8430        -2293.680    -2308.415       14.735   296.1
3.8440        -2293.725    -2308.467       14.742   296.2
3.8450        -2293.910    -2308.514       14.603   293.4
3.8460        -2293.935    -2308.554       14.620   293.8
3.8470        -2293.985    -2308.596       14.611   293.6
3.8480        -2294.052    -2308.635       14.583   293.0
3.8490        -2294.058    -2308.678       14.621   293.8
3.8500        -2294.079    -2308.708       14.629   294.0
3.8510        -2294.005    -2308.729       14.724   295.9
3.8520        -2294.094    -2308.738       14.644   294.3
3.8530        -2294.128    -2308.744       14.617   293.7
3.8540        -2294.106    -2308.749       14.643   294.2
3.8550        -2294.290    -2308.757       14.467   290.7
3.8560        -2294.230    -2308.775       14.545   292.3
3.8570        -2294.118    -2308.797       14.679   295.0
3.8580        -2293.804    -2308.829       15.025   301.9
3.8590        -2293.921    -2308.863       14.942   300.3
3.8600        -2294.066    -2308.896       14.830   298.0
3.8610        -2294.124    -2308.925       14.801   297.4
3.8620        -2294.174    -2308.955       14.781   297.0
3.8630        -2294.207    -2308.983       14.777   296.9
3.8640        -2294.133    -2309.007       14.873   298.9
3.8650        -2294.049    -2309.030       14.980   301.0
3.8660        -2294.059    -2309.045       14.987   301.1
3.8670        -2294.210    -2309.058       14.847   298.3
3.8680        -2294.253    -2309.060       14.807   297.5
3.8690        -2294.289    -2309.060       14.771   296.8
3.8700        -2294.294    -2309.050       14.755   296.5
3.8710        -2294.150    -2309.027       14.877   299.0
3.8720        -2294.119    -2308.998       14.880   299.0
3.8730        -2294.171    -2308.954       14.783   297.1
3.8740        -2293.983    -2308.897       14.914   299.7
3.8750        -2293.770    -2308.844       15.074   302.9
3.8760        -2293.821    -2308.784       14.963   300.7
3.8770        -2294.087    -2308.719       14.632   294.0
3.8780        -2294.090    -2308.652       14.562   292.6
3.8790        -2293.934    -2308.580       14.646   294.3
3.8800        -2293.856    -2308.523       14.667   294.7
3.8810        -2293.575    -2308.469       14.894   299.3
3.8820        -2293.473    -2308.421       14.948   300.4
3.8830        -2293.681    -2308.376       14.695   295.3
3.8840        -2293.793    -2308.347       14.554   292.5
3.8850        -2293.950    -2308.322       14.372   288.8
3.8860        -2294.001    -2308.306       14.304   287.4
3.8870        -2294.096    -2308.308       14.212   285.6
3.8880        -2294.099    -2308.321       14.221   285.8
3.8890        -2294.102    -2308.337       14.235   286.1
3.8900        -2294.138    -2308.356       14.219   285.7
3.8910        -2294.238    -2308.377       14.140   284.1
3.8920        -2294.331    -2308.407       14.077   282.9
3.8930        -2294.237    -2308.436       14.199   285.3
3.8940        -2294.229    -2308.448       14.220   285.7
3.8950        -2294.279    -2308.443       14.164   284.6
3.8960        -2294.273    -2308.433       14.160   284.5
3.8970        -2294.237    -2308.421       14.185   285.0
3.8980        -2294.196    -2308.406       14.211   285.6
3.8990        -2294.163    -2308.390       14.227   285.9
3.9000        -2294.073    -2308.358       14.285   287.0
3.9010        -2293.908    -2308.319       14.411   289.6
3.9020        -2293.842    -2308.285       14.442   290.2
3.9030        -2293.772    -2308.258       14.486   291.1
3.9040        -2293.688    -2308.245       14.557   292.5
3.9050        -2293.766    -2308.242       14.476   290.9
3.9060        -2293.866    -2308.251       14.386   289.1
3.9070        -2294.021    -2308.261       14.240   286.1
3.9080        -2294.016    -2308.280       14.264   286.6
3.9090        -2293.926    -2308.305       14.378   288.9
3.9100        -2293.763    -2308.331       14.568   292.7
3.9110        -2293.582    -2308.361       14.779   297.0
3.9120        -2293.622    -2308.393       14.771   296.8
3.9130        -2293.750    -2308.425       14.675   294.9
3.9140        -2293.919    -2308.453       14.534   292.1
3.9150        -2293.744    -2308.488       14.744   296.3
3.9160        -2293.791    -2308.516       14.726   295.9
3.9170        -2293.723    -2308.555       14.833   298.1
3.9180        -2293.884    -2308.605       14.721   295.8
3.9190        -2293.936    -2308.655       14.720   295.8
3.9200        -2293.891    -2308.698       14.807   297.5
3.9210        -2293.790    -2308.738       14.948   300.4
3.9220        -2293.674    -2308.758       15.084   303.1
3.9230        -2293.671    -2308.763       15.091   303.3
3.9240        -2293.977    -2308.764       14.787   297.1
3.9250        -2294.113    -2308.760       14.647   294.3
3.9260        -2294.066    -2308.749       14.683   295.0
3.9270        -2294.035    -2308.730       14.695   295.3
3.9280        -2293.892    -2308.708       14.816   297.7
3.9290        -2294.010    -2308.682       14.672   294.8
3.9300        -2294.094    -2308.662       14.567   292.7
3.9310        -2294.264    -2308.634       14.369   288.7
3.9320        -2294.190    -2308.607       14.417   289.7
3.9330        -2294.225    -2308.580       14.354   288.4
3.9340        -2294.105    -2308.573       14.468   290.7
3.9350        -2294.124    -2308.575       14.451   290.4
3.9360        -2294.151    -2308.582       14.431   290.0
3.9370        -2294.214    -2308.585       14.371   288.8
3.9380        -2294.402    -2308.586       14.184   285.0
3.9390        -2294.389    -2308.593       14.204   285.4
3.9400        -2294.473    -2308.591       14.119   283.7
3.9410        -2294.457    -2308.585       14.129   283.9
3.9420        -2294.622    -2308.575       13.953   280.4
3.9430        -2294.787    -2308.569       13.782   276.9
3.9440        -2294.818    -2308.572       13.754   276.4
3.9450        -2294.817    -2308.586       13.769   276.7
3.9460        -2294.833    -2308.608       13.775   276.8
3.9470        -2294.761    -2308.636       13.875   278.8
3.9480        -2295.018    -2308.669       13.651   274.3
3.9490        -2294.864    -2308.715       13.851   278.3
3.9500        -2294.786    -2308.761       13.974   280.8
3.9510        -2294.679    -2308.808       14.129   283.9
3.9520        -2294.554    -2308.846       14.292   287.2
3.9530        -2294.504    -2308.881       14.377   288.9
3.9540        -2294.611    -2308.912       14.301   287.4
3.9550        -2294.492    -2308.931       14.439   290.1
3.9560        -2294.513    -2308.948       14.434   290.0
3.9570        -2294.723    -2308.954       14.231   286.0
3.9580        -2294.652    -2308.950       14.299   287.3
3.9590        -2294.600    -2308.951       14.352   288.4
3.9600        -2294.581    -2308.960       14.379   288.9
3.9610        -2294.520    -2308.963       14.443   290.2
3.9620        -2294.582    -2308.967       14.385   289.1
3.9630        -2294.410    -2308.958       14.548   292.3
3.9640        -2294.108    -2308.927       14.819   297.8
3.9650        -2294.090    -2308.880       14.791   297.2
3.9660        -2293.945    -2308.822       14.876   298.9
3.9670        -2293.961    -2308.761       14.800   297.4
3.9680        -2294.117    -2308.709       14.592   293.2
3.9690        -2294.038    -2308.671       14.633   294.0
3.9700        -2294.090    -2308.636       14.546   292.3
3.9710        -2294.119    -2308.603       14.484   291.0
3.9720        -2294.207    -2308.593       14.385   289.1
3.9730        -2294.163    -2308.607       14.444   290.2
3.9740        -2294.060    -2308.621       14.561   292.6
3.9750        -2294.187    -2308.642       14.455   290.5
3.9760        -2294.079    -2308.669       14.591   293.2
3.9770        -2294.042    -2308.700       14.658   294.5
3.9780        -2294.082    -2308.729       14.647   294.3
3.9790        -2293.871    -2308.768       14.897   299.3
3.9800        -2293.916    -2308.809       14.894   299.3
3.9810        -2293.895    -2308.833       14.938   300.2
3.9820        -2293.735    -2308.839       15.104   303.5
3.9830        -2293.549    -2308.827       15.278   307.0
3.9840        -2293.635    -2308.808       15.173   304.9
3.9850        -2293.671    -2308.782       15.111   303.6
3.9860        -2293.303    -2308.740       15.437   310.2
3.9870        -2293.220    -2308.687       15.467   310.8
3.9880        -2293.189    -2308.625       15.436   310.2
3.9890        -2293.209    -2308.557       15.348   308.4
3.9900        -2293.257    -2308.479       15.222   305.9
3.9910        -2293.222    -2308.396       15.174   304.9
3.9920        -2293.165    -2308.324       15.159   304.6
3.9930        -2293.234    -2308.252       15.019   301.8
3.9940        -2293.169    -2308.181       15.012   301.7
3.9950        -2293.138    -2308.109       14.972   300.8
3.9960        -2293.367    -2308.042       14.675   294.9
3.9970        -2293.373    -2307.986       14.613   293.6
3.9980        -2293.388    -2307.941       14.553   292.4
3.9990        -2293.322    -2307.913       14.592   293.2
4.0000        -2293.541    -2307.896       14.355   288.5
4.0010        -2293.456    -2307.879       14.422   289.8
4.0020        -2293.672    -2307.854       14.181   285.0
4.0030        -2293.721    -2307.824       14.104   283.4
4.0040        -2293.749    -2307.800       14.051   282.3
4.0050        -2293.687    -2307.779       14.092   283.2
4.0060        -2293.499    -2307.771       14.272   286.8
4.0070        -2293.702    -2307.784       14.082   283.0
4.0080        -2293.775    -2307.802       14.027   281.9
4.0090        -2293.849    -2307.822       13.973   280.8
4.0100        -2293.586    -2307.837       14.251   286.4
4.0110        -2293.481    -2307.850       14.369   288.7
4.0120        -2293.479    -2307.862       14.383   289.0
4.0130        -2293.311    -2307.869       14.559   292.5
4.0140        -2293.235    -2307.880       14.644   294.3
4.0150        -2293.173    -2307.882       14.709   295.6
4.0160        -2293.111    -2307.879       14.768   296.8
4.0170        -2293.212    -2307.883       14.670   294.8
4.0180        -2293.519    -2307.885       14.366   288.7
4.0190        -2293.600    -2307.896       14.296   287.3
4.0200        -2293.598    -2307.916       14.318   287.7
4.0210        -2293.474    -2307.933       14.459   290.5
4.0220        -2293.409    -2307.943       14.534   292.1
4.0230        -2293.442    -2307.938       14.497   291.3
4.0240        -2293.630    -2307.926       14.297   287.3
4.0250        -2293.609    -2307.914       14.304   287.4
4.0260        -2293.300    -2307.898       14.598   293.3
4.0270        -2293.113    -2307.885       14.772   296.8
4.0280        -2293.249    -2307.880       14.631   294.0
4.0290        -2293.385    -2307.895       14.510   291.6
4.0300        -2293.306    -2307.922       14.616   293.7
4.0310        -2293.416    -2307.970       14.554   292.5
4.0320        -2293.307    -2308.030       14.723   295.8
4.0330        -2293.235    -2308.096       14.861   298.6
4.0340        -2293.337    -2308.172       14.835   298.1
4.0350        -2293.353    -2308.273       14.921   299.8
4.0360        -2293.259    -2308.376       15.118   303.8
4.0370        -2293.134    -2308.487       15.353   308.5
4.0380        -2293.060    -2308.599       15.539   312.2
4.0390        -2293.132    -2308.702       15.570   312.9
4.0400        -2292.982    -2308.801       15.819   317.9
4.0410        -2293.080    -2308.882       15.802   317.5
4.0420        -2293.166    -2308.942       15.776   317.0
4.0430        -2293.361    -2308.977       15.616   313.8
4.0440        -2293.607    -2308.992       15.385   309.1
4.0450        -2293.704    -2308.993       15.289   307.2
4.0460        -2293.672    -2308.984       15.311   307.7
4.0470        -2293.686    -2308.973       15.287   307.2
4.0480        -2293.673    -2308.963       15.290   307.2
4.0490        -2293.560    -2308.947       15.387   309.2
4.0500        -2293.376    -2308.936       15.560   312.7
4.0510        -2293.276    -2308.914       15.638   314.2
4.0520        -2293.209    -2308.884       15.675   315.0
4.0530        -2293.011    -2308.849       15.838   318.3
4.0540        -2292.958    -2308.809       15.851   318.5
4.0550        -2293.228    -2308.761       15.533   312.1
4.0560        -2293.320    -2308.709       15.389   309.2
4.0570        -2293.391    -2308.657       15.266   306.8
4.0580        -2293.445    -2308.602       15.157   304.6
4.0590        -2293.634    -2308.557       14.923   299.9
4.0600        -2293.410    -2308.515       15.105   303.5
4.0610        -2293.304    -2308.468       15.164   304.7
4.0620        -2293.599    -2308.416       14.817   297.7
4.0630        -2293.666    -2308.363       14.697   295.3
4.0640        -2293.822    -2308.310       14.488   291.1
4.0650        -2293.582    -2308.251       14.670   294.8
4.0660        -2293.329    -2308.197       14.868   298.8
4.0670        -2293.386    -2308.146       14.760   296.6
4.0680        -2293.482    -2308.099       14.617   293.7
4.0690        -2293.472    -2308.052       14.581   293.0
4.0700        -2293.516    -2308.017       14.501   291.4
4.0710        -2293.608    -2307.997       14.389   289.1
4.0720        -2293.894    -2307.990       14.096   283.3
4.0730        -2293.871    -2307.993       14.122   283.8
4.0740        -2293.841    -2308.003       14.163   284.6
4.0750        -2293.931    -2308.012       14.081   282.9
4.0760        -2294.012    -2308.030       14.017   281.7
4.0770        -2294.053    -2308.054       14.001   281.3
4.0780        -2293.957    -2308.080       14.123   283.8
4.0790        -2293.844    -2308.110       14.266   286.7
4.0800        -2293.629    -2308.137       14.508   291.5
4.0810        -2293.658    -2308.159       14.501   291.4
4.0820        -2293.717    -2308.188       14.471   290.8
4.0830        -2293.860    -2308.212       14.352   288.4
4.0840        -2293.712    -2308.240       14.529   291.9
4.0850        -2293.783    -2308.261       14.478   290.9
4.0860        -2293.856    -2308.266       14.410   289.6
4.0870        -2293.964    -2308.261       14.296   287.3
4.0880        -2294.023    -2308.254       14.231   286.0
4.0890        -2293.966    -2308.239       14.273   286.8
4.0900        -2294.048    -2308.232       14.184   285.0
4.0910        -2294.179    -2308.226       14.047   282.3
4.0920        -2294.152    -2308.215       14.063   282.6
4.0930        -2293.974    -2308.204       14.230   285.9
4.0940        -2293.910    -2308.194       14.284   287.0
4.0950        -2293.839    -2308.180       14.341   288.2
4.0960        -2293.635    -2308.171       14.536   292.1
4.0970        -2293.531    -2308.155       14.624   293.9
4.0980        -2293.720    -2308.139       14.419   289.7
4.0990        -2293.703    -2308.123       14.420   289.8
4.1000        -2293.525    -2308.119       14.595   293.3
4.1010        -2293.370    -2308.120       14.751   296.4
4.1020        -2293.683    -2308.126       14.443   290.2
4.1030        -2293.682    -2308.150       14.468   290.7
4.1040        -2293.494    -2308.171       14.678   294.9
4.1050        -2293.604    -2308.191       14.587   293.1
4.1060        -2293.461    -2308.215       14.754   296.5
4.1070        -2293.271    -2308.236       14.965   300.7
4.1080        -2293.269    -2308.257       14.988   301.2
4.1090        -2293.266    -2308.273       15.008   301.6
4.1100        -2293.410    -2308.282       14.873   298.9
4.1110        -2293.387    -2308.283       14.896   299.3
4.1120        -2293.125    -2308.273       15.148   304.4
4.1130        -2293.318    -2308.251       14.934   300.1
4.1140        -2293.372    -2308.217       14.845   298.3
4.1150        -2293.333    -2308.183       14.850   298.4
4.1160        -2293.659    -2308.143       14.484   291.0
4.1170        -2293.304    -2308.107       14.803   297.5
4.1180        -2293.102    -2308.063       14.961   300.6
4.1190        -2293.377    -2308.021       14.644   294.3
4.1200        -2293.365    -2307.996       14.630   294.0
4.1210        -2293.326    -2307.970       14.644   294.3
4.1220        -2293.303    -2307.944       14.641   294.2
4.1230        -2293.271    -2307.923       14.652   294.4
4.1240        -2293.145    -2307.902       14.757   296.5
4.1250        -2293.138    -2307.890       14.752   296.4
4.1260        -2293.061    -2307.878       14.818   297.8
4.1270        -2293.227    -2307.867       14.640   294.2
4.1280        -2293.308    -2307.862       14.554   292.5
4.1290        -2293.293    -2307.856       14.563   292.6
4.1300        -2293.215    -2307.853       14.638   294.1
4.1310        -2293.244    -2307.847       14.603   293.4
4.1320        -2293.273    -2307.835       14.561   292.6
4.1330        -2293.238    -2307.814       14.576   292.9
4.1340        -2293.318    -2307.792       14.474   290.8
4.1350        -2293.124    -2307.772       14.647   294.3
4.1360        -2293.124    -2307.753       14.629   294.0
4.1370        -2293.224    -2307.743       14.519   291.7
4.1380        -2293.184    -2307.731       14.547   292.3
4.1390        -2293.058    -2307.717       14.658   294.6
4.1400        -2292.933    -2307.706       14.774   296.9
4.1410        -2292.848    -2307.699       14.852   298.4
4.1420        -2292.632    -2307.697       15.065   302.7
4.1430        -2292.532    -2307.689       15.157   304.6
4.1440        -2292.430    -2307.680       15.250   306.4
4.1450        -2292.555    -2307.668       15.113   303.7
4.1460        -2292.521    -2307.645       15.124   303.9
4.1470        -2292.309    -2307.619       15.310   307.6
4.1480        -2292.269    -2307.603       15.334   308.1
4.1490        -2292.177    -2307.589       15.412   309.7
4.1500        -2292.171    -2307.572       15.401   309.5
4.1510        -2292.417    -2307.563       15.146   304.4
4.1520        -2292.427    -2307.547       15.120   303.8
4.1530        -2292.450    -2307.538       15.089   303.2
4.1540        -2292.441    -2307.535       15.095   303.3
4.1550        -2292.398    -2307.526       15.128   304.0
4.1560        -2292.508    -2307.527       15.019   301.8
4.1570        -2292.512    -2307.538       15.026   301.9
4.1580        -2292.511    -2307.558       15.047   302.4
4.1590        -2292.530    -2307.590       15.060   302.6
4.1600        -2292.538    -2307.632       15.095   303.3
4.1610        -2292.515    -2307.688       15.174   304.9
4.1620        -2292.465    -2307.750       15.285   307.1
4.1630        -2292.655    -2307.827       15.172   304.9
4.1640        -2292.528    -2307.912       15.383   309.1
4.1650        -2292.504    -2308.004       15.500   311.5
4.1660        -2292.635    -2308.089       15.454   310.5
4.1670        -2292.623    -2308.169       15.546   312.4
4.1680        -2292.712    -2308.247       15.536   312.2
4.1690        -2292.880    -2308.316       15.436   310.2
4.1700        -2292.819    -2308.372       15.553   312.5
4.1710        -2292.980    -2308.423       15.443   310.3
4.1720        -2293.092    -2308.481       15.390   309.2
4.1730        -2292.998    -2308.528       15.530   312.1
4.1740        -2292.829    -2308.567       15.737   316.2
4.1750        -2293.029    -2308.584       15.555   312.6
4.1760        -2293.206    -2308.586       15.380   309.1
4.1770        -2293.341    -2308.561       15.219   305.8
4.1780        -2293.175    -2308.518       15.343   308.3
4.1790        -2293.073    -2308.441       15.368   308.8
4.1800        -2293.114    -2308.344       15.230   306.0
4.1810        -2293.326    -2308.230       14.905   299.5
4.1820        -2293.333    -2308.114       14.781   297.0
4.1830        -2293.472    -2307.992       14.520   291.8
4.1840        -2293.605    -2307.877       14.272   286.8
4.1850        -2293.749    -2307.763       14.014   281.6
4.1860        -2293.723    -2307.658       13.935   280.0
4.1870        -2293.669    -2307.565       13.895   279.2
4.1880        -2293.808    -2307.483       13.675   274.8
4.1890        -2293.722    -2307.410       13.688   275.1
4.1900        -2293.621    -2307.357       13.737   276.0
4.1910        -2293.598    -2307.321       13.723   275.8
4.1920        -2293.576    -2307.299       13.723   275.8
4.1930        -2293.488    -2307.288       13.800   277.3
4.1940        -2293.413    -2307.276       13.863   278.6
4.1950        -2293.479    -2307.274       13.794   277.2
4.1960        -2293.450    -2307.287       13.837   278.0
4.1970        -2293.372    -2307.304       13.932   280.0
4.1980        -2293.453    -2307.335       13.881   278.9
4.1990        -2293.513    -2307.387       13.874   278.8
4.2000        -2293.591    -2307.447       13.856   278.4
4.2010        -2293.518    -2307.517       13.999   281.3
4.2020        -2293.242    -2307.610       14.367   288.7
4.2030        -2293.041    -2307.710       14.668   294.7
4.2040        -2293.066    -2307.802       14.736   296.1
4.2050        -2292.959    -2307.894       14.935   300.1
4.2060        -2292.795    -2307.992       15.197   305.4
4.2070        -2293.024    -2308.079       15.055   302.5
4.2080        -2292.979    -2308.166       15.187   305.2
4.2090        -2293.010    -2308.250       15.240   306.2
4.2100        -2293.155    -2308.331       15.175   304.9
4.2110        -2293.263    -2308.409       15.147   304.4
4.2120        -2293.376    -2308.473       15.097   303.4
4.2130        -2293.568    -2308.528       14.960   300.6
4.2140        -2293.342    -2308.558       15.216   305.8
4.2150        -2293.392    -2308.563       15.171   304.9
4.2160        -2293.596    -2308.563       14.967   300.7
4.2170        -2293.643    -2308.541       14.898   299.4
4.2180        -2293.700    -2308.509       14.809   297.6
4.2190        -2293.617    -2308.467       14.849   298.4
4.2200        -2293.500    -2308.418       14.918   299.8
4.2210        -2293.522    -2308.346       14.824   297.9
4.2220        -2293.437    -2308.257       14.820   297.8
4.2230        -2293.466    -2308.158       14.692   295.2
4.2240        -2293.415    -2308.054       14.639   294.2
4.2250        -2293.381    -2307.948       14.566   292.7
4.2260        -2293.569    -2307.854       14.285   287.1
4.2270        -2293.443    -2307.760       14.317   287.7
4.2280        -2293.608    -2307.668       14.060   282.5
4.2290        -2293.405    -2307.585       14.180   284.9
4.2300        -2293.521    -2307.522       14.001   281.3
4.2310        -2293.421    -2307.479       14.058   282.5
4.2320        -2293.629    -2307.444       13.815   277.6
4.2330        -2293.633    -2307.438       13.805   277.4
4.2340        -2293.684    -2307.452       13.768   276.7
4.2350        -2293.850    -2307.480       13.630   273.9
4.2360        -2293.541    -2307.522       13.980   280.9
4.2370        -2293.652    -2307.580       13.927   279.9
4.2380        -2293.708    -2307.647       13.939   280.1
4.2390        -2293.739    -2307.723       13.984   281.0
4.2400        -2293.685    -2307.816       14.131   284.0
4.2410        -2293.451    -2307.915       14.464   290.6
4.2420        -2293.125    -2308.018       14.893   299.3
4.2430        -2293.004    -2308.124       15.121   303.8
4.2440        -2292.964    -2308.223       15.260   306.6
4.2450        -2293.077    -2308.305       15.228   306.0
4.2460        -2292.777    -2308.373       15.596   313.4
4.2470        -2292.625    -2308.426       15.800   317.5
4.2480        -2292.657    -2308.455       15.799   317.5
4.2490        -2292.807    -2308.462       15.654   314.6
4.2500        -2292.957    -2308.448       15.491   311.3
4.2510        -2292.908    -2308.419       15.511   311.7
4.2520        -2293.036    -2308.373       15.337   308.2
4.2530        -2293.132    -2308.306       15.174   304.9
4.2540        -2292.938    -2308.223       15.285   307.1
4.2550        -2292.751    -2308.127       15.376   309.0
4.2560        -2292.767    -2308.032       15.265   306.7
4.2570        -2292.825    -2307.956       15.131   304.1
4.2580        -2293.009    -2307.891       14.882   299.1
4.2590        -2293.014    -2307.845       14.831   298.0
4.2600        -2292.752    -2307.829       15.077   303.0
4.2610        -2292.834    -2307.835       15.002   301.5
4.2620        -2292.800    -2307.864       15.063   302.7
4.2630        -2292.856    -2307.903       15.047   302.4
4.2640        -2292.918    -2307.952       15.034   302.1
4.2650        -2292.900    -2308.001       15.101   303.4
4.2660        -2292.887    -2308.052       15.165   304.7
4.2670        -2292.897    -2308.101       15.204   305.5
4.2680        -2292.946    -2308.128       15.182   305.1
4.2690        -2292.981    -2308.153       15.172   304.9
4.2700        -2292.920    -2308.168       15.248   306.4
4.2710        -2293.176    -2308.184       15.008   301.6
4.2720        -2293.220    -2308.192       14.972   300.9
4.2730        -2293.065    -2308.194       15.129   304.0
4.2740        -2292.913    -2308.187       15.274   306.9
4.2750        -2292.985    -2308.172       15.187   305.2
4.2760        -2293.088    -2308.148       15.060   302.6
4.2770        -2292.977    -2308.115       15.138   304.2
4.2780        -2293.150    -2308.086       14.936   300.1
4.2790        -2293.236    -2308.056       14.820   297.8
4.2800        -2293.238    -2308.021       14.783   297.1
4.2810        -2293.417    -2307.985       14.568   292.7
4.2820        -2293.498    -2307.962       14.464   290.7
4.2830        -2293.513    -2307.937       14.423   289.8
4.2840        -2293.322    -2307.909       14.587   293.1
4.2850        -2293.272    -2307.889       14.616   293.7
4.2860        -2293.339    -2307.878       14.539   292.1
4.2870        -2293.279    -2307.889       14.610   293.6
4.2880        -2293.294    -2307.905       14.611   293.6
