Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.5580        -2264.905    -2292.081       27.176   546.1
0.5590        -2264.432    -2291.859       27.427   551.1
0.5600        -2264.366    -2291.641       27.275   548.1
0.5610        -2264.509    -2291.445       26.936   541.3
0.5620        -2264.157    -2291.278       27.121   545.0
0.5630        -2263.956    -2291.112       27.156   545.7
0.5640        -2264.150    -2290.974       26.824   539.0
0.5650        -2264.292    -2290.865       26.573   534.0
0.5660        -2263.859    -2290.805       26.946   541.5
0.5670        -2263.222    -2290.802       27.579   554.2
0.5680        -2263.222    -2290.847       27.625   555.1
0.5690        -2262.768    -2290.916       28.148   565.6
0.5700        -2262.924    -2291.005       28.081   564.3
0.5710        -2263.107    -2291.136       28.029   563.2
0.5720        -2263.213    -2291.296       28.083   564.3
0.5730        -2262.980    -2291.478       28.498   572.7
0.5740        -2262.968    -2291.684       28.715   577.0
0.5750        -2262.765    -2291.872       29.107   584.9
0.5760        -2262.948    -2292.048       29.100   584.7
0.5770        -2263.057    -2292.242       29.185   586.5
0.5780        -2262.935    -2292.454       29.519   593.2
0.5790        -2262.999    -2292.665       29.666   596.1
0.5800        -2263.354    -2292.872       29.518   593.1
0.5810        -2262.913    -2293.067       30.154   605.9
0.5820        -2262.612    -2293.231       30.620   615.3
0.5830        -2262.352    -2293.375       31.023   623.4
0.5840        -2262.505    -2293.492       30.987   622.7
0.5850        -2262.652    -2293.580       30.927   621.5
0.5860        -2262.875    -2293.645       30.770   618.3
0.5870        -2262.715    -2293.670       30.954   622.0
0.5880        -2262.398    -2293.645       31.246   627.9
0.5890        -2262.584    -2293.587       31.003   623.0
0.5900        -2262.839    -2293.494       30.655   616.0
0.5910        -2262.748    -2293.354       30.606   615.0
0.5920        -2262.904    -2293.180       30.276   608.4
0.5930        -2263.304    -2292.979       29.676   596.3
0.5940        -2263.249    -2292.742       29.493   592.6
0.5950        -2263.472    -2292.501       29.029   583.3
0.5960        -2263.276    -2292.256       28.980   582.3
0.5970        -2263.257    -2291.995       28.738   577.5
0.5980        -2263.753    -2291.762       28.008   562.8
0.5990        -2263.291    -2291.562       28.272   568.1
0.6000        -2263.067    -2291.406       28.340   569.5
0.6010        -2262.877    -2291.281       28.404   570.8
0.6020        -2262.719    -2291.161       28.441   571.5
0.6030        -2263.213    -2291.055       27.843   559.5
0.6040        -2263.281    -2290.959       27.678   556.2
0.6050        -2263.113    -2290.913       27.800   558.6
0.6060        -2263.155    -2290.908       27.753   557.7
0.6070        -2262.880    -2290.917       28.037   563.4
0.6080        -2263.041    -2290.958       27.917   561.0
0.6090        -2263.318    -2291.021       27.704   556.7
0.6100        -2263.541    -2291.110       27.569   554.0
0.6110        -2263.636    -2291.202       27.566   553.9
0.6120        -2263.730    -2291.290       27.560   553.8
0.6130        -2263.379    -2291.384       28.005   562.7
0.6140        -2263.423    -2291.499       28.076   564.2
0.6150        -2263.332    -2291.627       28.295   568.6
0.6160        -2263.238    -2291.752       28.513   573.0
0.6170        -2263.598    -2291.880       28.282   568.3
0.6180        -2263.135    -2292.010       28.875   580.2
0.6190        -2262.943    -2292.136       29.193   586.6
0.6200        -2263.158    -2292.246       29.088   584.5
0.6210        -2263.119    -2292.349       29.230   587.4
0.6220        -2262.646    -2292.445       29.799   598.8
0.6230        -2262.469    -2292.521       30.052   603.9
0.6240        -2262.485    -2292.542       30.057   604.0
0.6250        -2262.965    -2292.540       29.575   594.3
0.6260        -2263.120    -2292.492       29.373   590.2
0.6270        -2262.343    -2292.416       30.073   604.3
0.6280        -2262.374    -2292.296       29.922   601.3
0.6290        -2262.461    -2292.146       29.684   596.5
0.6300        -2262.973    -2291.975       29.002   582.8
0.6310        -2263.042    -2291.808       28.767   578.1
0.6320        -2262.599    -2291.666       29.066   584.1
0.6330        -2262.441    -2291.555       29.115   585.0
0.6340        -2262.281    -2291.479       29.197   586.7
0.6350        -2262.623    -2291.435       28.812   579.0
0.6360        -2263.259    -2291.418       28.159   565.8
0.6370        -2263.422    -2291.463       28.041   563.5
0.6380        -2263.231    -2291.555       28.324   569.2
0.6390        -2263.620    -2291.704       28.085   564.3
0.6400        -2263.630    -2291.889       28.260   567.9
0.6410        -2263.912    -2292.103       28.192   566.5
0.6420        -2263.950    -2292.316       28.366   570.0
0.6430        -2263.526    -2292.531       29.004   582.8
0.6440        -2263.699    -2292.742       29.043   583.6
0.6450        -2263.989    -2292.950       28.962   582.0
0.6460        -2264.030    -2293.147       29.116   585.1
0.6470        -2264.042    -2293.296       29.254   587.8
0.6480        -2264.327    -2293.390       29.062   584.0
0.6490        -2264.186    -2293.453       29.267   588.1
0.6500        -2263.841    -2293.480       29.639   595.6
0.6510        -2263.610    -2293.466       29.856   599.9
0.6520        -2263.846    -2293.409       29.564   594.1
0.6530        -2264.176    -2293.307       29.131   585.4
0.6540        -2263.909    -2293.146       29.237   587.5
0.6550        -2263.820    -2292.958       29.139   585.5
0.6560        -2264.048    -2292.750       28.702   576.8
0.6570        -2263.882    -2292.540       28.659   575.9
0.6580        -2263.679    -2292.348       28.668   576.1
0.6590        -2263.743    -2292.176       28.433   571.4
0.6600        -2263.920    -2292.033       28.114   564.9
0.6610        -2264.174    -2291.914       27.740   557.4
0.6620        -2264.291    -2291.798       27.507   552.7
0.6630        -2264.159    -2291.720       27.562   553.8
0.6640        -2264.277    -2291.641       27.364   549.9
0.6650        -2264.630    -2291.574       26.945   541.4
0.6660        -2264.578    -2291.512       26.935   541.2
0.6670        -2264.202    -2291.462       27.260   547.8
0.6680        -2264.173    -2291.440       27.267   547.9
0.6690        -2264.041    -2291.457       27.415   550.9
0.6700        -2263.470    -2291.508       28.037   563.4
0.6710        -2263.135    -2291.575       28.440   571.5
0.6720        -2262.974    -2291.682       28.708   576.9
0.6730        -2263.088    -2291.795       28.707   576.8
0.6740        -2262.993    -2291.932       28.940   581.5
0.6750        -2262.762    -2292.077       29.315   589.1
0.6760        -2262.509    -2292.236       29.726   597.3
0.6770        -2262.483    -2292.397       29.915   601.1
0.6780        -2262.269    -2292.569       30.300   608.9
0.6790        -2262.702    -2292.740       30.038   603.6
0.6800        -2263.273    -2292.913       29.640   595.6
0.6810        -2263.425    -2293.069       29.644   595.7
0.6820        -2263.200    -2293.218       30.018   603.2
0.6830        -2263.075    -2293.372       30.297   608.8
0.6840        -2262.847    -2293.494       30.647   615.8
0.6850        -2262.806    -2293.581       30.775   618.4
0.6860        -2262.648    -2293.609       30.961   622.1
0.6870        -2262.252    -2293.597       31.345   629.9
0.6880        -2262.245    -2293.515       31.270   628.4
0.6890        -2262.188    -2293.401       31.214   627.2
0.6900        -2262.410    -2293.244       30.834   619.6
0.6910        -2262.942    -2293.036       30.094   604.7
0.6920        -2263.151    -2292.811       29.659   596.0
0.6930        -2263.296    -2292.559       29.264   588.0
0.6940        -2263.095    -2292.309       29.214   587.0
0.6950        -2263.169    -2292.064       28.895   580.6
0.6960        -2262.835    -2291.823       28.988   582.5
0.6970        -2262.877    -2291.605       28.728   577.3
0.6980        -2262.510    -2291.399       28.889   580.5
0.6990        -2262.715    -2291.231       28.516   573.0
0.7000        -2262.779    -2291.094       28.315   569.0
0.7010        -2262.879    -2290.979       28.099   564.6
0.7020        -2262.744    -2290.907       28.163   565.9
0.7030        -2262.584    -2290.868       28.284   568.4
0.7040        -2261.996    -2290.845       28.849   579.7
0.7050        -2262.005    -2290.846       28.841   579.5
0.7060        -2261.667    -2290.857       29.190   586.6
0.7070        -2261.240    -2290.873       29.633   595.5
0.7080        -2261.322    -2290.920       29.599   594.8
0.7090        -2260.900    -2291.000       30.100   604.8
0.7100        -2260.744    -2291.095       30.351   609.9
0.7110        -2260.479    -2291.196       30.716   617.2
0.7120        -2260.489    -2291.263       30.773   618.4
0.7130        -2260.407    -2291.312       30.905   621.0
0.7140        -2260.230    -2291.372       31.142   625.8
0.7150        -2260.489    -2291.429       30.940   621.7
0.7160        -2260.711    -2291.487       30.775   618.4
0.7170        -2260.428    -2291.543       31.115   625.2
0.7180        -2260.304    -2291.603       31.299   628.9
0.7190        -2260.739    -2291.639       30.900   620.9
0.7200        -2260.605    -2291.643       31.038   623.7
0.7210        -2260.748    -2291.659       30.911   621.1
0.7220        -2260.956    -2291.682       30.725   617.4
0.7230        -2260.722    -2291.694       30.973   622.4
0.7240        -2260.594    -2291.697       31.102   625.0
0.7250        -2260.516    -2291.688       31.172   626.4
0.7260        -2260.353    -2291.650       31.298   628.9
0.7270        -2260.722    -2291.610       30.888   620.7
0.7280        -2260.625    -2291.558       30.933   621.6
0.7290        -2260.731    -2291.499       30.768   618.3
0.7300        -2260.851    -2291.423       30.572   614.3
0.7310        -2260.813    -2291.348       30.535   613.6
0.7320        -2260.915    -2291.276       30.361   610.1
0.7330        -2260.691    -2291.204       30.514   613.2
0.7340        -2260.478    -2291.149       30.671   616.3
0.7350        -2260.353    -2291.082       30.729   617.5
0.7360        -2260.316    -2291.000       30.683   616.6
0.7370        -2260.250    -2290.911       30.661   616.1
0.7380        -2260.425    -2290.835       30.410   611.1
0.7390        -2260.657    -2290.753       30.095   604.8
0.7400        -2260.237    -2290.664       30.426   611.4
0.7410        -2260.353    -2290.554       30.201   606.9
0.7420        -2260.536    -2290.438       29.902   600.9
0.7430        -2260.524    -2290.294       29.770   598.2
0.7440        -2260.535    -2290.143       29.608   595.0
0.7450        -2260.169    -2289.987       29.818   599.2
0.7460        -2260.100    -2289.808       29.709   597.0
0.7470        -2259.664    -2289.631       29.967   602.2
0.7480        -2259.946    -2289.461       29.515   593.1
0.7490        -2260.445    -2289.289       28.844   579.6
0.7500        -2260.514    -2289.147       28.633   575.4
0.7510        -2260.793    -2289.063       28.270   568.1
0.7520        -2260.169    -2289.030       28.861   579.9
0.7530        -2260.069    -2289.099       29.031   583.4
0.7540        -2259.920    -2289.225       29.306   588.9
0.7550        -2260.048    -2289.401       29.353   589.8
0.7560        -2260.134    -2289.612       29.478   592.3
0.7570        -2260.229    -2289.834       29.605   594.9
0.7580        -2259.873    -2290.073       30.200   606.9
0.7590        -2260.128    -2290.327       30.199   606.8
0.7600        -2260.026    -2290.570       30.544   613.8
0.7610        -2259.850    -2290.773       30.923   621.4
0.7620        -2260.171    -2290.923       30.751   617.9
0.7630        -2260.406    -2291.045       30.639   615.7
0.7640        -2260.031    -2291.130       31.099   624.9
0.7650        -2259.865    -2291.180       31.316   629.3
0.7660        -2259.868    -2291.204       31.337   629.7
0.7670        -2260.011    -2291.214       31.203   627.0
0.7680        -2260.463    -2291.194       30.731   617.5
0.7690        -2260.415    -2291.157       30.742   617.7
0.7700        -2260.196    -2291.126       30.931   621.5
0.7710        -2260.494    -2291.088       30.594   614.8
0.7720        -2260.617    -2291.053       30.436   611.6
0.7730        -2260.964    -2291.046       30.082   604.5
0.7740        -2261.032    -2291.046       30.014   603.1
0.7750        -2260.968    -2291.067       30.100   604.8
0.7760        -2260.849    -2291.096       30.247   607.8
0.7770        -2260.821    -2291.146       30.326   609.4
0.7780        -2260.552    -2291.192       30.640   615.7
0.7790        -2260.801    -2291.246       30.445   611.8
0.7800        -2260.833    -2291.336       30.503   612.9
0.7810        -2260.927    -2291.449       30.522   613.3
0.7820        -2261.117    -2291.566       30.449   611.9
0.7830        -2261.025    -2291.687       30.662   616.1
0.7840        -2260.938    -2291.812       30.874   620.4
0.7850        -2260.536    -2291.940       31.404   631.0
0.7860        -2259.935    -2292.056       32.121   645.5
0.7870        -2260.168    -2292.176       32.007   643.2
0.7880        -2260.474    -2292.286       31.812   639.2
0.7890        -2260.374    -2292.386       32.011   643.2
0.7900        -2259.975    -2292.448       32.473   652.5
0.7910        -2260.396    -2292.465       32.069   644.4
0.7920        -2260.035    -2292.446       32.411   651.3
0.7930        -2260.059    -2292.404       32.345   650.0
0.7940        -2260.474    -2292.330       31.856   640.1
0.7950        -2260.634    -2292.206       31.571   634.4
0.7960        -2261.145    -2292.055       30.910   621.1
0.7970        -2261.373    -2291.881       30.508   613.0
0.7980        -2261.550    -2291.707       30.157   606.0
0.7990        -2261.413    -2291.524       30.111   605.1
0.8000        -2261.102    -2291.305       30.203   606.9
0.8010        -2260.894    -2291.051       30.157   606.0
0.8020        -2260.912    -2290.786       29.874   600.3
0.8030        -2260.692    -2290.534       29.841   599.6
0.8040        -2260.468    -2290.265       29.797   598.7
0.8050        -2260.430    -2289.988       29.558   594.0
0.8060        -2260.557    -2289.721       29.164   586.0
0.8070        -2260.582    -2289.460       28.879   580.3
0.8080        -2260.399    -2289.224       28.825   579.2
0.8090        -2260.944    -2289.036       28.092   564.5
0.8100        -2260.818    -2288.890       28.072   564.1
0.8110        -2261.060    -2288.806       27.746   557.5
0.8120        -2260.928    -2288.776       27.847   559.6
0.8130        -2261.331    -2288.779       27.449   551.6
0.8140        -2261.163    -2288.810       27.646   555.5
0.8150        -2261.294    -2288.863       27.568   554.0
0.8160        -2261.089    -2288.949       27.860   559.8
0.8170        -2260.942    -2289.070       28.128   565.2
0.8180        -2260.862    -2289.201       28.338   569.4
0.8190        -2260.773    -2289.320       28.548   573.6
0.8200        -2260.549    -2289.445       28.895   580.6
0.8210        -2260.013    -2289.553       29.540   593.6
0.8220        -2260.344    -2289.648       29.304   588.9
0.8230        -2260.564    -2289.749       29.184   586.4
0.8240        -2260.330    -2289.859       29.529   593.4
0.8250        -2260.499    -2289.976       29.477   592.3
0.8260        -2260.851    -2290.095       29.245   587.7
0.8270        -2260.795    -2290.204       29.409   591.0
0.8280        -2260.870    -2290.287       29.417   591.1
0.8290        -2260.672    -2290.335       29.664   596.1
0.8300        -2260.621    -2290.360       29.738   597.6
0.8310        -2260.665    -2290.345       29.680   596.4
0.8320        -2260.836    -2290.294       29.458   591.9
0.8330        -2260.802    -2290.213       29.411   591.0
0.8340        -2260.216    -2290.109       29.894   600.7
0.8350        -2259.735    -2289.998       30.264   608.1
0.8360        -2259.747    -2289.861       30.113   605.1
0.8370        -2259.800    -2289.731       29.931   601.4
0.8380        -2260.189    -2289.580       29.391   590.6
0.8390        -2260.069    -2289.426       29.357   589.9
0.8400        -2260.125    -2289.294       29.169   586.1
0.8410        -2259.779    -2289.193       29.413   591.0
0.8420        -2259.709    -2289.132       29.423   591.2
0.8430        -2260.044    -2289.117       29.073   584.2
0.8440        -2260.527    -2289.137       28.611   574.9
0.8450        -2260.853    -2289.195       28.342   569.5
0.8460        -2260.965    -2289.297       28.332   569.3
0.8470        -2260.814    -2289.406       28.592   574.5
0.8480        -2260.855    -2289.533       28.678   576.3
0.8490        -2260.684    -2289.677       28.993   582.6
0.8500        -2260.503    -2289.831       29.327   589.3
0.8510        -2260.788    -2289.986       29.198   586.7
0.8520        -2260.477    -2290.114       29.637   595.5
0.8530        -2260.575    -2290.194       29.619   595.2
0.8540        -2260.385    -2290.239       29.853   599.9
0.8550        -2260.570    -2290.256       29.686   596.5
0.8560        -2260.593    -2290.254       29.661   596.0
0.8570        -2260.849    -2290.251       29.402   590.8
0.8580        -2260.880    -2290.229       29.349   589.8
0.8590        -2260.475    -2290.207       29.732   597.5
0.8600        -2260.180    -2290.168       29.989   602.6
0.8610        -2260.367    -2290.108       29.741   597.6
0.8620        -2260.330    -2290.053       29.723   597.3
0.8630        -2260.286    -2290.017       29.731   597.4
0.8640        -2260.704    -2289.980       29.277   588.3
0.8650        -2260.697    -2289.961       29.264   588.0
0.8660        -2260.588    -2289.959       29.371   590.2
0.8670        -2260.577    -2289.967       29.389   590.6
0.8680        -2260.503    -2289.968       29.465   592.1
0.8690        -2260.487    -2289.976       29.489   592.6
0.8700        -2260.469    -2289.999       29.529   593.4
0.8710        -2260.507    -2290.029       29.522   593.2
0.8720        -2260.514    -2290.083       29.569   594.2
0.8730        -2260.546    -2290.153       29.607   594.9
0.8740        -2260.019    -2290.230       30.211   607.1
0.8750        -2259.514    -2290.334       30.820   619.3
0.8760        -2259.325    -2290.470       31.145   625.8
0.8770        -2259.062    -2290.617       31.555   634.1
0.8780        -2259.296    -2290.746       31.450   632.0
0.8790        -2258.933    -2290.855       31.922   641.5
0.8800        -2259.282    -2290.921       31.639   635.8
0.8810        -2259.049    -2290.938       31.889   640.8
0.8820        -2259.043    -2290.916       31.872   640.5
0.8830        -2259.190    -2290.856       31.667   636.3
0.8840        -2259.268    -2290.752       31.484   632.7
0.8850        -2259.321    -2290.610       31.288   628.7
0.8860        -2259.718    -2290.428       30.710   617.1
0.8870        -2259.853    -2290.229       30.375   610.4
0.8880        -2259.495    -2290.043       30.549   613.9
0.8890        -2259.356    -2289.890       30.534   613.6
0.8900        -2259.467    -2289.755       30.287   608.6
0.8910        -2259.815    -2289.643       29.827   599.4
0.8920        -2259.515    -2289.594       30.079   604.4
0.8930        -2259.649    -2289.624       29.975   602.3
0.8940        -2259.593    -2289.706       30.113   605.1
0.8950        -2259.292    -2289.831       30.538   613.6
0.8960        -2259.241    -2289.992       30.752   617.9
0.8970        -2259.053    -2290.137       31.084   624.6
0.8980        -2258.887    -2290.283       31.396   630.9
0.8990        -2258.522    -2290.404       31.882   640.7
0.9000        -2258.437    -2290.485       32.048   644.0
0.9010        -2257.688    -2290.526       32.838   659.9
0.9020        -2257.755    -2290.503       32.747   658.0
0.9030        -2257.923    -2290.442       32.519   653.4
0.9040        -2257.721    -2290.348       32.627   655.6
0.9050        -2257.659    -2290.231       32.572   654.5
0.9060        -2257.704    -2290.105       32.401   651.1
0.9070        -2257.665    -2289.955       32.290   648.8
0.9080        -2257.572    -2289.803       32.232   647.7
0.9090        -2257.980    -2289.648       31.668   636.3
0.9100        -2257.863    -2289.498       31.635   635.7
0.9110        -2257.579    -2289.393       31.814   639.3
0.9120        -2257.603    -2289.298       31.694   636.9
0.9130        -2257.311    -2289.218       31.907   641.2
0.9140        -2257.572    -2289.130       31.558   634.1
0.9150        -2257.825    -2289.010       31.186   626.7
0.9160        -2258.001    -2288.883       30.882   620.6
0.9170        -2258.218    -2288.768       30.550   613.9
0.9180        -2258.278    -2288.697       30.419   611.3
0.9190        -2258.067    -2288.664       30.597   614.8
0.9200        -2258.117    -2288.682       30.565   614.2
0.9210        -2258.086    -2288.735       30.649   615.9
0.9220        -2257.762    -2288.801       31.039   623.7
0.9230        -2257.857    -2288.895       31.038   623.7
0.9240        -2258.145    -2288.987       30.841   619.7
0.9250        -2258.536    -2289.079       30.543   613.7
0.9260        -2258.478    -2289.170       30.693   616.8
0.9270        -2258.264    -2289.263       30.999   622.9
0.9280        -2258.366    -2289.364       30.999   622.9
0.9290        -2258.365    -2289.462       31.097   624.9
0.9300        -2258.430    -2289.531       31.101   625.0
0.9310        -2258.359    -2289.562       31.203   627.0
0.9320        -2258.402    -2289.558       31.156   626.1
0.9330        -2258.276    -2289.534       31.258   628.1
0.9340        -2258.325    -2289.465       31.140   625.7
0.9350        -2258.316    -2289.359       31.043   623.8
0.9360        -2258.330    -2289.237       30.907   621.1
0.9370        -2257.455    -2289.120       31.665   636.3
0.9380        -2257.845    -2289.000       31.155   626.0
0.9390        -2258.120    -2288.916       30.795   618.8
0.9400        -2258.273    -2288.837       30.564   614.2
0.9410        -2258.322    -2288.764       30.441   611.7
0.9420        -2258.359    -2288.681       30.321   609.3
0.9430        -2258.259    -2288.633       30.373   610.3
0.9440        -2258.521    -2288.619       30.097   604.8
0.9450        -2258.685    -2288.633       29.949   601.8
0.9460        -2258.516    -2288.666       30.150   605.8
0.9470        -2258.837    -2288.692       29.855   599.9
0.9480        -2258.934    -2288.746       29.811   599.0
0.9490        -2259.228    -2288.817       29.589   594.6
0.9500        -2259.369    -2288.895       29.526   593.3
0.9510        -2259.237    -2289.005       29.768   598.2
0.9520        -2259.287    -2289.144       29.857   600.0
0.9530        -2259.451    -2289.302       29.850   599.8
0.9540        -2259.479    -2289.476       29.997   602.8
0.9550        -2259.362    -2289.658       30.295   608.8
0.9560        -2259.018    -2289.834       30.816   619.2
0.9570        -2259.243    -2289.995       30.752   617.9
0.9580        -2259.178    -2290.137       30.958   622.1
0.9590        -2259.569    -2290.248       30.679   616.5
0.9600        -2259.269    -2290.350       31.080   624.5
0.9610        -2259.166    -2290.439       31.273   628.4
0.9620        -2258.946    -2290.523       31.577   634.5
0.9630        -2258.641    -2290.610       31.969   642.4
0.9640        -2258.847    -2290.697       31.850   640.0
0.9650        -2259.204    -2290.760       31.556   634.1
0.9660        -2259.465    -2290.826       31.361   630.2
0.9670        -2259.461    -2290.880       31.419   631.3
0.9680        -2259.020    -2290.892       31.872   640.4
0.9690        -2259.328    -2290.859       31.531   633.6
0.9700        -2259.482    -2290.782       31.300   629.0
0.9710        -2259.309    -2290.679       31.370   630.4
0.9720        -2259.300    -2290.567       31.268   628.3
0.9730        -2259.575    -2290.445       30.870   620.3
0.9740        -2259.426    -2290.332       30.906   621.0
0.9750        -2259.498    -2290.234       30.736   617.6
0.9760        -2259.444    -2290.151       30.707   617.0
0.9770        -2259.339    -2290.067       30.728   617.5
0.9780        -2259.215    -2290.011       30.796   618.8
0.9790        -2259.465    -2289.966       30.501   612.9
0.9800        -2259.449    -2289.928       30.479   612.4
0.9810        -2259.330    -2289.879       30.550   613.9
0.9820        -2259.632    -2289.801       30.169   606.2
0.9830        -2259.710    -2289.726       30.016   603.1
0.9840        -2259.832    -2289.644       29.812   599.1
0.9850        -2260.173    -2289.561       29.387   590.5
0.9860        -2260.244    -2289.505       29.260   588.0
0.9870        -2259.729    -2289.457       29.728   597.4
0.9880        -2260.114    -2289.403       29.288   588.5
0.9890        -2260.265    -2289.359       29.094   584.6
0.9900        -2259.968    -2289.307       29.339   589.5
0.9910        -2260.193    -2289.252       29.059   583.9
0.9920        -2259.704    -2289.215       29.511   593.0
0.9930        -2260.008    -2289.157       29.150   585.7
0.9940        -2260.186    -2289.092       28.906   580.9
0.9950        -2260.426    -2289.048       28.622   575.1
0.9960        -2260.367    -2289.025       28.658   575.9
0.9970        -2260.516    -2289.024       28.509   572.9
0.9980        -2260.737    -2289.051       28.314   568.9
0.9990        -2260.913    -2289.111       28.197   566.6
1.0000        -2261.090    -2289.189       28.099   564.6
1.0010        -2261.098    -2289.305       28.207   566.8
1.0020        -2261.307    -2289.436       28.129   565.2
1.0030        -2261.387    -2289.582       28.196   566.6
1.0040        -2261.023    -2289.727       28.704   576.8
1.0050        -2260.577    -2289.875       29.298   588.7
1.0060        -2260.623    -2290.027       29.405   590.9
1.0070        -2260.857    -2290.171       29.313   589.0
1.0080        -2261.074    -2290.319       29.246   587.7
1.0090        -2261.542    -2290.446       28.904   580.8
1.0100        -2261.044    -2290.560       29.516   593.1
1.0110        -2261.193    -2290.658       29.465   592.1
1.0120        -2260.602    -2290.759       30.157   606.0
1.0130        -2260.702    -2290.861       30.160   606.0
1.0140        -2260.889    -2290.979       30.091   604.7
1.0150        -2260.775    -2291.072       30.297   608.8
1.0160        -2260.166    -2291.173       31.006   623.1
1.0170        -2259.804    -2291.250       31.446   631.9
1.0180        -2259.528    -2291.301       31.773   638.5
1.0190        -2259.469    -2291.324       31.856   640.1
1.0200        -2259.027    -2291.302       32.275   648.5
1.0210        -2259.043    -2291.246       32.204   647.1
1.0220        -2259.238    -2291.171       31.933   641.7
1.0230        -2259.238    -2291.088       31.850   640.0
1.0240        -2259.285    -2290.998       31.713   637.2
1.0250        -2259.277    -2290.912       31.635   635.7
1.0260        -2258.918    -2290.827       31.909   641.2
1.0270        -2258.720    -2290.724       32.004   643.1
1.0280        -2258.578    -2290.619       32.041   643.9
1.0290        -2258.510    -2290.494       31.984   642.7
1.0300        -2258.808    -2290.369       31.561   634.2
1.0310        -2259.446    -2290.239       30.793   618.8
1.0320        -2259.423    -2290.093       30.670   616.3
1.0330        -2259.781    -2289.927       30.145   605.7
1.0340        -2260.217    -2289.772       29.556   593.9
1.0350        -2260.111    -2289.642       29.531   593.4
1.0360        -2260.132    -2289.550       29.418   591.1
1.0370        -2260.073    -2289.490       29.417   591.1
1.0380        -2259.993    -2289.449       29.456   591.9
1.0390        -2259.294    -2289.456       30.162   606.1
1.0400        -2259.329    -2289.500       30.171   606.3
1.0410        -2259.265    -2289.554       30.289   608.6
1.0420        -2259.142    -2289.588       30.446   611.8
1.0430        -2259.142    -2289.652       30.510   613.1
1.0440        -2259.233    -2289.742       30.509   613.1
1.0450        -2259.187    -2289.856       30.669   616.3
1.0460        -2259.143    -2289.988       30.845   619.8
1.0470        -2259.382    -2290.116       30.734   617.6
1.0480        -2259.532    -2290.246       30.714   617.2
1.0490        -2259.484    -2290.361       30.877   620.4
1.0500        -2259.467    -2290.466       30.998   622.9
1.0510        -2259.366    -2290.561       31.195   626.8
1.0520        -2259.066    -2290.642       31.575   634.5
1.0530        -2259.287    -2290.708       31.420   631.4
1.0540        -2259.291    -2290.744       31.453   632.0
1.0550        -2259.438    -2290.760       31.322   629.4
1.0560        -2259.366    -2290.769       31.403   631.0
1.0570        -2259.160    -2290.765       31.605   635.1
1.0580        -2259.328    -2290.726       31.398   630.9
1.0590        -2259.139    -2290.662       31.523   633.4
1.0600        -2259.363    -2290.580       31.216   627.3
1.0610        -2259.714    -2290.497       30.784   618.6
1.0620        -2259.023    -2290.431       31.407   631.1
1.0630        -2258.843    -2290.369       31.526   633.5
1.0640        -2259.035    -2290.323       31.288   628.7
1.0650        -2259.400    -2290.308       30.908   621.1
1.0660        -2259.491    -2290.331       30.840   619.7
1.0670        -2259.406    -2290.365       30.959   622.1
1.0680        -2259.452    -2290.393       30.940   621.7
1.0690        -2259.419    -2290.406       30.987   622.7
1.0700        -2258.864    -2290.415       31.551   634.0
1.0710        -2258.710    -2290.385       31.675   636.5
1.0720        -2258.819    -2290.317       31.499   632.9
1.0730        -2259.256    -2290.213       30.958   622.1
1.0740        -2259.143    -2290.094       30.952   622.0
1.0750        -2259.464    -2289.956       30.491   612.7
1.0760        -2259.639    -2289.823       30.184   606.5
1.0770        -2259.402    -2289.703       30.301   608.9
1.0780        -2259.340    -2289.609       30.268   608.2
1.0790        -2259.103    -2289.528       30.424   611.4
1.0800        -2259.387    -2289.479       30.092   604.7
1.0810        -2259.643    -2289.473       29.830   599.4
1.0820        -2259.529    -2289.480       29.951   601.8
1.0830        -2259.704    -2289.508       29.803   598.9
1.0840        -2259.602    -2289.576       29.974   602.3
1.0850        -2259.882    -2289.673       29.790   598.6
1.0860        -2259.969    -2289.775       29.805   598.9
1.0870        -2260.002    -2289.874       29.872   600.3
1.0880        -2260.041    -2289.968       29.927   601.4
1.0890        -2260.051    -2290.057       30.006   602.9
1.0900        -2259.862    -2290.156       30.294   608.7
1.0910        -2259.865    -2290.263       30.398   610.8
1.0920        -2259.658    -2290.353       30.695   616.8
1.0930        -2259.543    -2290.435       30.892   620.8
1.0940        -2259.519    -2290.499       30.980   622.5
1.0950        -2259.461    -2290.520       31.059   624.1
1.0960        -2259.445    -2290.550       31.105   625.0
1.0970        -2259.579    -2290.587       31.008   623.1
1.0980        -2259.885    -2290.652       30.767   618.3
1.0990        -2260.091    -2290.753       30.662   616.1
1.1000        -2259.925    -2290.850       30.925   621.4
1.1010        -2259.886    -2290.947       31.061   624.1
1.1020        -2259.941    -2291.036       31.095   624.8
1.1030        -2259.998    -2291.116       31.118   625.3
1.1040        -2260.151    -2291.167       31.016   623.2
1.1050        -2260.114    -2291.191       31.076   624.5
1.1060        -2260.138    -2291.165       31.027   623.5
1.1070        -2260.409    -2291.094       30.685   616.6
1.1080        -2260.079    -2290.988       30.910   621.1
1.1090        -2260.285    -2290.840       30.555   614.0
1.1100        -2260.664    -2290.640       29.976   602.3
1.1110        -2260.558    -2290.428       29.870   600.2
1.1120        -2260.569    -2290.208       29.640   595.6
1.1130        -2260.727    -2290.003       29.277   588.3
1.1140        -2260.309    -2289.797       29.489   592.6
1.1150        -2260.609    -2289.596       28.987   582.5
